"Dataset","Metric","Score","Model","HR","HR_lower","HR_upper","Raw_P","C_index","LRT_score_P","PH_P","Unadj_HR","Delta_logHR","Delta_logHR_pct","N","N_events","Is_Testable","FDR_P","Is_Significant"
"TCGA-COAD","OS","Composite_ssGSEA","CMS_adjusted",3064.66663794004,0.179580660181463,52300629.6569579,0.106397412048017,0.589980929345551,0.109422818626037,0.985313329696221,13415.8701638686,-1.47649954742358,-15.535242710371,425,69,TRUE,0.159596118072026,FALSE
"TCGA-COAD","OS","Composite_ssGSEA","PDS_adjusted",652.074908073413,0.0245860270144851,17294444.74654,0.212423929658915,0.546121026380626,0.213392895907644,0.968612714258221,1016.7011552955,-0.444159058588952,-6.41448047714828,357,65,TRUE,0.212423929658915,FALSE
"TCGA-COAD","RFS","Up_ssGSEA","Clinicopath",1192896.09473912,5.05348899273771,281587848492.165,0.0266490953435934,0.717755317544124,0.0197064839598846,0.968021063383093,856585.802950805,0.331184831205592,2.42436035004197,198,49,TRUE,0.0799472860307803,FALSE
"TCGA-COAD","RFS","Up_ssGSEA","CMS_adjusted",54542.7734717747,8.7108291028533,341519056.666933,0.0144750903449224,0.607604742018052,0.0132031717806226,0.795923699152206,455586.787318748,-2.12260100234292,-16.2909307488215,425,103,TRUE,0.0434252710347673,TRUE
"TCGA-COAD","RFS","Up_ssGSEA","PDS_adjusted",29053.5443362832,1.84544112009646,457401988.775591,0.0371394670052633,0.571526980482204,0.0341603218590909,0.893393311494347,18069.8048844195,0.474898177206535,4.84491220336779,357,90,TRUE,0.106788546432452,FALSE
"TCGA-COAD","RFS","Down_ssGSEA","Clinicopath",479013.146772048,0.0214706575325789,10686845264626.6,0.129762213185787,0.703424347563735,0.121841014462659,0.911695141877615,86500.6236828209,1.71157641920461,15.0562142511729,198,49,TRUE,0.167593042814725,FALSE
"TCGA-COAD","RFS","Down_ssGSEA","CMS_adjusted",213325.795397294,0.586770878602872,77556498867.5722,0.0603326278812932,0.593324801293278,0.0593345203324897,0.631684277994518,204834.920113929,0.0406161659869113,0.332103842499893,425,103,TRUE,0.0904989418219398,FALSE
"TCGA-COAD","RFS","Down_ssGSEA","PDS_adjusted",289740.972418804,0.337754917481914,248552505834.914,0.071192364288301,0.561974741676234,0.0694001368493392,0.952191370657996,121213.136262748,0.871436872516993,7.44480231860366,357,90,TRUE,0.106788546432452,FALSE
"TCGA-COAD","RFS","Composite_ssGSEA","Clinicopath",5800.15921637841,0.0261988433157528,1284096649.98879,0.167593042814725,0.697691959571579,0.161445443488826,0.98688326280486,43653.9056938716,-2.01840738753024,-18.8917850327725,198,49,TRUE,0.167593042814725,FALSE
"TCGA-COAD","RFS","Composite_ssGSEA","CMS_adjusted",138.390648488097,0.0419879490724521,456130.199546269,0.232920644172221,0.582581166644214,0.235385127169076,0.934891801875096,1065.31105024017,-2.0409416292807,-29.2775090880155,425,103,TRUE,0.232920644172221,FALSE
"TCGA-COAD","RFS","Composite_ssGSEA","PDS_adjusted",36.6191225672749,0.00614037722311712,218383.999691207,0.416929222247852,0.534741676234214,0.417471340887973,0.971797190790755,126.140477424564,-1.23682560762602,-25.568003116599,357,90,TRUE,0.416929222247852,FALSE
