gene_set	gene_symbol	ensembl_gene_id	status
IBD_UC_epithelial_up_Smillie2019	SLC6A14	ENSG00000268104	OK
IBD_UC_epithelial_up_Smillie2019	MMP7	ENSG00000137673	OK
IBD_UC_epithelial_up_Smillie2019	TNIP3	ENSG00000050730	OK
IBD_UC_epithelial_up_Smillie2019	GLDN	ENSG00000186417	OK
IBD_UC_epithelial_up_Smillie2019	CLDN2	ENSG00000165376	OK
IBD_UC_epithelial_up_Smillie2019	NPSR1	ENSG00000187258	OK
IBD_UC_epithelial_up_Smillie2019	HOXD13	ENSG00000128714	OK
IBD_UC_epithelial_up_Smillie2019	C2CD4A	ENSG00000198535	OK
IBD_UC_epithelial_up_Smillie2019	IGFALS	ENSG00000099769	OK
IBD_UC_epithelial_up_Smillie2019	GLRA2	ENSG00000101958	OK
IBD_UC_epithelial_up_Smillie2019	MUC5AC	ENSG00000215182;ENSG00000291363	MULTI
IBD_UC_epithelial_up_Smillie2019	TGM2	ENSG00000198959	OK
IBD_UC_epithelial_up_Smillie2019	GABRP	ENSG00000094755	OK
IBD_UC_epithelial_up_Smillie2019	DUOXA2	ENSG00000140274	OK
IBD_UC_epithelial_up_Smillie2019	FADS2	ENSG00000134824	OK
IBD_UC_epithelial_up_Smillie2019	IRX2	ENSG00000170561	OK
IBD_UC_epithelial_up_Smillie2019	RP11-11N5.3		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	VNN1	ENSG00000112299	OK
IBD_UC_epithelial_up_Smillie2019	ENKUR	ENSG00000151023	OK
IBD_UC_epithelial_up_Smillie2019	ABCA12	ENSG00000144452	OK
IBD_UC_epithelial_up_Smillie2019	TCN1	ENSG00000134827	OK
IBD_UC_epithelial_up_Smillie2019	EGF	ENSG00000138798	OK
IBD_UC_epithelial_up_Smillie2019	C6orf223		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	SERPINB5	ENSG00000206075	OK
IBD_UC_epithelial_up_Smillie2019	SOGA2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	KIAA0319	ENSG00000137261	OK
IBD_UC_epithelial_up_Smillie2019	GJB5	ENSG00000189280	OK
IBD_UC_epithelial_up_Smillie2019	IDO1	ENSG00000131203	OK
IBD_UC_epithelial_up_Smillie2019	DEFB4A	ENSG00000171711;ENSG00000285181	MULTI
IBD_UC_epithelial_up_Smillie2019	XKR9	ENSG00000221947	OK
IBD_UC_epithelial_up_Smillie2019	KRT6B	ENSG00000185479	OK
IBD_UC_epithelial_up_Smillie2019	SAA4	ENSG00000148965	OK
IBD_UC_epithelial_up_Smillie2019	UBD	ENSG00000206468;ENSG00000206513;ENSG00000213886;ENSG00000224654;ENSG00000226898;ENSG00000228913;ENSG00000231968	MULTI
IBD_UC_epithelial_up_Smillie2019	GJB4	ENSG00000189433	OK
IBD_UC_epithelial_up_Smillie2019	RP11-380P13.1		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	TMEM158	ENSG00000249992	OK
IBD_UC_epithelial_up_Smillie2019	ALDH1A2	ENSG00000128918	OK
IBD_UC_epithelial_up_Smillie2019	KYNU	ENSG00000115919	OK
IBD_UC_epithelial_up_Smillie2019	S100A9	ENSG00000163220	OK
IBD_UC_epithelial_up_Smillie2019	RP11-211G23.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	ANKRD34A	ENSG00000272031	OK
IBD_UC_epithelial_up_Smillie2019	PDX1	ENSG00000139515	OK
IBD_UC_epithelial_up_Smillie2019	SPATA21	ENSG00000187144;ENSG00000291401	MULTI
IBD_UC_epithelial_up_Smillie2019	RBM24	ENSG00000112183	OK
IBD_UC_epithelial_up_Smillie2019	AL133373.1		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	DAPP1	ENSG00000070190	OK
IBD_UC_epithelial_up_Smillie2019	SAA1	ENSG00000173432;ENSG00000288411	MULTI
IBD_UC_epithelial_up_Smillie2019	PITX1	ENSG00000069011	OK
IBD_UC_epithelial_up_Smillie2019	TMPRSS6	ENSG00000187045	OK
IBD_UC_epithelial_up_Smillie2019	SAA2	ENSG00000134339	OK
IBD_UC_epithelial_up_Smillie2019	RP11-161M6.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	PARP8	ENSG00000151883	OK
IBD_UC_epithelial_up_Smillie2019	AC021218.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	ST6GAL2	ENSG00000144057	OK
IBD_UC_epithelial_up_Smillie2019	RBPMS	ENSG00000157110	OK
IBD_UC_epithelial_up_Smillie2019	S100P	ENSG00000163993	OK
IBD_UC_epithelial_up_Smillie2019	PRKCG	ENSG00000126583	OK
IBD_UC_epithelial_up_Smillie2019	SERPINB7	ENSG00000166396	OK
IBD_UC_epithelial_up_Smillie2019	DUOXA1	ENSG00000140254	OK
IBD_UC_epithelial_up_Smillie2019	CXCL11	ENSG00000169248	OK
IBD_UC_epithelial_up_Smillie2019	FRAS1	ENSG00000138759	OK
IBD_UC_epithelial_up_Smillie2019	AC016735.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	DUOX2	ENSG00000140279	OK
IBD_UC_epithelial_up_Smillie2019	FAM83A	ENSG00000147689	OK
IBD_UC_epithelial_up_Smillie2019	C21orf88		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	TESC	ENSG00000088992	OK
IBD_UC_epithelial_up_Smillie2019	CAP2	ENSG00000112186	OK
IBD_UC_epithelial_up_Smillie2019	STRIP2	ENSG00000128578	OK
IBD_UC_epithelial_up_Smillie2019	MIA	ENSG00000261857	OK
IBD_UC_epithelial_up_Smillie2019	RP5-968D22.3		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	BMP7	ENSG00000101144	OK
IBD_UC_epithelial_up_Smillie2019	RP11-350J20.12		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	PRSS22	ENSG00000005001;ENSG00000282937	MULTI
IBD_UC_epithelial_up_Smillie2019	S100A8	ENSG00000143546	OK
IBD_UC_epithelial_up_Smillie2019	NME5	ENSG00000112981	OK
IBD_UC_epithelial_up_Smillie2019	GRAMD2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	PCSK1	ENSG00000175426	OK
IBD_UC_epithelial_up_Smillie2019	RP11-410E4.1		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	ITGAM	ENSG00000169896	OK
IBD_UC_epithelial_up_Smillie2019	REG3A	ENSG00000172016	OK
IBD_UC_epithelial_up_Smillie2019	RP11-88H9.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	GAL	ENSG00000069482	OK
IBD_UC_epithelial_up_Smillie2019	FAIM2	ENSG00000135472	OK
IBD_UC_epithelial_up_Smillie2019	FLNC	ENSG00000128591	OK
IBD_UC_epithelial_up_Smillie2019	EMB	ENSG00000170571	OK
IBD_UC_epithelial_up_Smillie2019	NCS1	ENSG00000107130	OK
IBD_UC_epithelial_up_Smillie2019	RP11-382B18.4		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	TIMP1	ENSG00000102265	OK
IBD_UC_epithelial_up_Smillie2019	PRAC1	ENSG00000159182	OK
IBD_UC_epithelial_up_Smillie2019	IRS1	ENSG00000169047	OK
IBD_UC_epithelial_up_Smillie2019	AK8	ENSG00000165695	OK
IBD_UC_epithelial_up_Smillie2019	IL23A	ENSG00000110944	OK
IBD_UC_epithelial_up_Smillie2019	LINC01001	ENSG00000230724	OK
IBD_UC_epithelial_up_Smillie2019	CATSPERB	ENSG00000133962;ENSG00000274338	MULTI
IBD_UC_epithelial_up_Smillie2019	CHST3	ENSG00000122863	OK
IBD_UC_epithelial_up_Smillie2019	RP11-305K5.1		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	NRAP	ENSG00000197893	OK
IBD_UC_epithelial_up_Smillie2019	LL22NC03-75H12.2		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	FN1	ENSG00000115414	OK
IBD_UC_epithelial_up_Smillie2019	SLC16A7	ENSG00000118596	OK
IBD_UC_epithelial_up_Smillie2019	HOXB13	ENSG00000159184	OK
IBD_UC_epithelial_up_Smillie2019	C2	ENSG00000166278;ENSG00000204364;ENSG00000206372;ENSG00000226560;ENSG00000231543;ENSG00000235017;ENSG00000235696	MULTI
IBD_UC_epithelial_up_Smillie2019	REG4	ENSG00000134193	OK
IBD_UC_epithelial_up_Smillie2019	SDR16C5	ENSG00000170786	OK
IBD_UC_epithelial_up_Smillie2019	CXCL1	ENSG00000163739	OK
IBD_UC_epithelial_up_Smillie2019	TFF1	ENSG00000160182	OK
IBD_UC_epithelial_up_Smillie2019	CFB	ENSG00000204359;ENSG00000239754;ENSG00000241253;ENSG00000241534;ENSG00000242335;ENSG00000243570;ENSG00000243649	MULTI
IBD_UC_epithelial_up_Smillie2019	CCL20	ENSG00000115009	OK
IBD_UC_epithelial_up_Smillie2019	PLA2G2A	ENSG00000188257	OK
IBD_UC_epithelial_up_Smillie2019	APOL1	ENSG00000100342	OK
IBD_UC_epithelial_up_Smillie2019	B3GNT7	ENSG00000156966	OK
IBD_UC_epithelial_up_Smillie2019	LYZ	ENSG00000090382	OK
IBD_UC_epithelial_up_Smillie2019	PPP1R12B	ENSG00000077157	OK
IBD_UC_epithelial_up_Smillie2019	PI3	ENSG00000124102	OK
IBD_UC_epithelial_up_Smillie2019	MUC12	ENSG00000205277	OK
IBD_UC_epithelial_up_Smillie2019	SPINK5	ENSG00000133710	OK
IBD_UC_epithelial_up_Smillie2019	MFSD4		UNMAPPED
IBD_UC_epithelial_up_Smillie2019	CTSE	ENSG00000196188	OK
IBD_UC_epithelial_up_Smillie2019	HLA-DMA	ENSG00000204257;ENSG00000239463;ENSG00000241394;ENSG00000242361;ENSG00000242685;ENSG00000243189;ENSG00000243215;ENSG00000243719	MULTI
IBD_UC_epithelial_up_Smillie2019	FFAR4	ENSG00000186188	OK
IBD_UC_epithelial_up_Smillie2019	ST3GAL4	ENSG00000110080	OK
IBD_UC_epithelial_up_Smillie2019	ST6GALNAC6	ENSG00000160408	OK
IBD_UC_epithelial_up_Smillie2019	OLFM4	ENSG00000102837	OK
IBD_UC_epithelial_up_Smillie2019	SLC40A1	ENSG00000138449	OK
IBD_UC_epithelial_up_Smillie2019	SOD3	ENSG00000109610	OK
IBD_UC_epithelial_up_Smillie2019	LCN2	ENSG00000148346	OK
IBD_UC_epithelial_up_Smillie2019	IL2RG	ENSG00000147168	OK
IBD_UC_epithelial_up_Smillie2019	B3GALT5	ENSG00000183778	OK
IBD_UC_epithelial_up_Smillie2019	S100A11	ENSG00000163191	OK
Fetal_intestinal_Mustata2013	SPP1	ENSG00000118785	OK
Fetal_intestinal_Mustata2013	GJA1	ENSG00000152661	OK
Fetal_intestinal_Mustata2013	CCN2	ENSG00000118523	OK
Fetal_intestinal_Mustata2013	BASP1	ENSG00000176788	OK
Fetal_intestinal_Mustata2013	TACSTD2	ENSG00000184292	OK
Fetal_intestinal_Mustata2013	CAR2		UNMAPPED
Fetal_intestinal_Mustata2013	SFTPD	ENSG00000133661	OK
Fetal_intestinal_Mustata2013	MAL	ENSG00000172005	OK
Fetal_intestinal_Mustata2013	CLU	ENSG00000120885	OK
Fetal_intestinal_Mustata2013	WFDC2	ENSG00000101443	OK
Fetal_intestinal_Mustata2013	MSLN	ENSG00000102854	OK
Fetal_intestinal_Mustata2013	VSIG1	ENSG00000101842	OK
Fetal_intestinal_Mustata2013	TUBB6	ENSG00000176014	OK
Fetal_intestinal_Mustata2013	CRIP2	ENSG00000182809	OK
Fetal_intestinal_Mustata2013	ANXA1	ENSG00000135046	OK
Fetal_intestinal_Mustata2013	COL4A1	ENSG00000187498	OK
Fetal_intestinal_Mustata2013	IL33	ENSG00000137033	OK
Fetal_intestinal_Mustata2013	SPRR1A	ENSG00000169474	OK
Fetal_intestinal_Mustata2013	LOR		UNMAPPED
Fetal_intestinal_Mustata2013	COL4A2	ENSG00000134871	OK
Fetal_intestinal_Mustata2013	KRT4	ENSG00000170477	OK
Fetal_intestinal_Mustata2013	IGFBP7	ENSG00000163453	OK
Fetal_intestinal_Mustata2013	AKAP13	ENSG00000170776	OK
Fetal_intestinal_Mustata2013	SPTSSB	ENSG00000196542	OK
Fetal_intestinal_Mustata2013	ECSCR	ENSG00000249751;ENSG00000288297	MULTI
Fetal_intestinal_Mustata2013	IVL	ENSG00000163207	OK
Fetal_intestinal_Mustata2013	GKN1	ENSG00000169605	OK
Fetal_intestinal_Mustata2013	AKR1B8		UNMAPPED
Fetal_intestinal_Mustata2013	CDH13	ENSG00000140945	OK
Fetal_intestinal_Mustata2013	SLC45A3	ENSG00000158715	OK
Fetal_intestinal_Mustata2013	EFNA5	ENSG00000184349	OK
Fetal_intestinal_Mustata2013	ANXA8	ENSG00000265190;ENSG00000276850;ENSG00000288244	MULTI
Fetal_intestinal_Mustata2013	ACSM3	ENSG00000005187	OK
Fetal_intestinal_Mustata2013	PPIC	ENSG00000168938	OK
Fetal_intestinal_Mustata2013	ANXA3	ENSG00000138772	OK
Fetal_intestinal_Mustata2013	EDA2R	ENSG00000131080	OK
Fetal_intestinal_Mustata2013	S100A6	ENSG00000197956	OK
Fetal_intestinal_Mustata2013	LDH2		UNMAPPED
Fetal_intestinal_Mustata2013	LY6C		UNMAPPED
Fetal_intestinal_Mustata2013	EFEMP1	ENSG00000115380	OK
Fetal_intestinal_Mustata2013	DDIT4L	ENSG00000145358	OK
Fetal_intestinal_Mustata2013	PDZK1IP1	ENSG00000162366	OK
Fetal_intestinal_Mustata2013	LY6D	ENSG00000167656	OK
Fetal_intestinal_Mustata2013	CUGBP2		UNMAPPED
Fetal_intestinal_Mustata2013	LAPTM5	ENSG00000162511	OK
Fetal_intestinal_Mustata2013	PLEKHS1	ENSG00000148735	OK
Fetal_intestinal_Mustata2013	DSCR6		UNMAPPED
Fetal_intestinal_Mustata2013	HS6ST2	ENSG00000171004	OK
Fetal_intestinal_Mustata2013	SLC4A11	ENSG00000088836	OK
Fetal_intestinal_Mustata2013	AI467606		UNMAPPED
Fetal_intestinal_Mustata2013	CRYAB	ENSG00000109846	OK
Fetal_intestinal_Mustata2013	SH3KBP1	ENSG00000147010	OK
Fetal_intestinal_Mustata2013	SAMD5	ENSG00000203727	OK
Fetal_intestinal_Mustata2013	PHLDA3	ENSG00000174307	OK
Fetal_intestinal_Mustata2013	KRT7	ENSG00000135480	OK
Fetal_intestinal_Mustata2013	IL1RN	ENSG00000136689	OK
Fetal_intestinal_Mustata2013	CCND1	ENSG00000110092	OK
Fetal_intestinal_Mustata2013	FUT2	ENSG00000176920	OK
Fetal_intestinal_Mustata2013	SERPINB9B		UNMAPPED
Fetal_intestinal_Mustata2013	PLAUR	ENSG00000011422	OK
Fetal_intestinal_Mustata2013	PRTF		UNMAPPED
Fetal_intestinal_Mustata2013	SYT8	ENSG00000149043;ENSG00000288149	MULTI
Fetal_intestinal_Mustata2013	TMEM40	ENSG00000088726	OK
Fetal_intestinal_Mustata2013	PTP4A3	ENSG00000184489;ENSG00000275575;ENSG00000291470	MULTI
Fetal_intestinal_Mustata2013	GPX2	ENSG00000176153	OK
Fetal_intestinal_Mustata2013	PSAPL1	ENSG00000178597	OK
Fetal_intestinal_Mustata2013	FER1L3		UNMAPPED
Fetal_intestinal_Mustata2013	ZFP365		UNMAPPED
Fetal_intestinal_Mustata2013	S100A11	ENSG00000163191	OK
Fetal_intestinal_Mustata2013	PSCA	ENSG00000167653	OK
Fetal_intestinal_Mustata2013	OAS1F		UNMAPPED
Fetal_intestinal_Mustata2013	SOX21	ENSG00000125285	OK
Fetal_intestinal_Mustata2013	FABP5	ENSG00000164687	OK
Fetal_intestinal_Mustata2013	COL18A1	ENSG00000182871;ENSG00000292234	MULTI
Fetal_intestinal_Mustata2013	CD14	ENSG00000170458	OK
Fetal_intestinal_Mustata2013	PMM1	ENSG00000100417	OK
Fetal_intestinal_Mustata2013	PLK2	ENSG00000145632	OK
Fetal_intestinal_Mustata2013	CLIC3	ENSG00000169583	OK
Fetal_intestinal_Mustata2013	NCMAP	ENSG00000184454	OK
Fetal_intestinal_Mustata2013	EREG	ENSG00000124882	OK
Fetal_intestinal_Mustata2013	ICAM1	ENSG00000090339	OK
Fetal_intestinal_Mustata2013	FXYD3	ENSG00000089356	OK
Fetal_intestinal_Mustata2013	CCNG1	ENSG00000113328	OK
Fetal_intestinal_Mustata2013	RBMS1	ENSG00000153250	OK
Fetal_intestinal_Mustata2013	BMP8B	ENSG00000116985	OK
Fetal_intestinal_Mustata2013	MGAT4C	ENSG00000182050	OK
Fetal_intestinal_Mustata2013	RDH10	ENSG00000121039	OK
Fetal_intestinal_Mustata2013	ENAH	ENSG00000154380	OK
Fetal_intestinal_Mustata2013	VNN1	ENSG00000112299	OK
Fetal_intestinal_Mustata2013	EPHA4	ENSG00000116106	OK
Fetal_intestinal_Mustata2013	PDLIM4	ENSG00000131435	OK
Fetal_intestinal_Mustata2013	GGTA1	ENSG00000204136	OK
Fetal_intestinal_Mustata2013	TNNI2	ENSG00000130598;ENSG00000288219	MULTI
Fetal_intestinal_Mustata2013	IER3	ENSG00000137331;ENSG00000206478;ENSG00000227231;ENSG00000230128;ENSG00000235030;ENSG00000237155	MULTI
Fetal_intestinal_Mustata2013	GLIPR1	ENSG00000139278	OK
Fetal_intestinal_Mustata2013	IL17RE	ENSG00000163701	OK
Fetal_intestinal_Mustata2013	TMEM34		UNMAPPED
Fetal_intestinal_Mustata2013	S100A7A	ENSG00000184330	OK
Fetal_intestinal_Mustata2013	MCPT2		UNMAPPED
Fetal_intestinal_Mustata2013	SUOX	ENSG00000139531	OK
Fetal_intestinal_Mustata2013	PRSS22	ENSG00000005001;ENSG00000282937	MULTI
Fetal_intestinal_Mustata2013	TSPAN6	ENSG00000000003	OK
Fetal_intestinal_Mustata2013	ABCB1B		UNMAPPED
Fetal_intestinal_Mustata2013	TNS4	ENSG00000131746	OK
Fetal_intestinal_Mustata2013	S100A14	ENSG00000189334	OK
Fetal_intestinal_Mustata2013	LAMC2	ENSG00000058085	OK
Fetal_intestinal_Mustata2013	JUB		UNMAPPED
Fetal_intestinal_Mustata2013	ECM1	ENSG00000143369	OK
Fetal_intestinal_Mustata2013	SCEL	ENSG00000136155	OK
Fetal_intestinal_Mustata2013	FAM198B		UNMAPPED
Fetal_intestinal_Mustata2013	OSBPL5	ENSG00000021762	OK
Fetal_intestinal_Mustata2013	TLR4	ENSG00000136869	OK
Fetal_intestinal_Mustata2013	TIMP2	ENSG00000035862	OK
Fetal_intestinal_Mustata2013	TREX2	ENSG00000183479	OK
Fetal_intestinal_Mustata2013	GATM	ENSG00000171766	OK
Fetal_intestinal_Mustata2013	ZIC4	ENSG00000174963	OK
Fetal_intestinal_Mustata2013	ARL4C	ENSG00000188042	OK
Fetal_intestinal_Mustata2013	WWTR1	ENSG00000018408	OK
Fetal_intestinal_Mustata2013	AQP5	ENSG00000161798	OK
Fetal_intestinal_Mustata2013	CAPN2	ENSG00000162909	OK
Fetal_intestinal_Mustata2013	CCP110	ENSG00000103540	OK
Fetal_intestinal_Mustata2013	EMP2	ENSG00000213853	OK
Fetal_intestinal_Mustata2013	ABCC4	ENSG00000125257	OK
Fetal_intestinal_Mustata2013	MTAP6		UNMAPPED
Fetal_intestinal_Mustata2013	HYAL1	ENSG00000114378	OK
Fetal_intestinal_Mustata2013	IFT57	ENSG00000114446	OK
Fetal_intestinal_Mustata2013	SERPINB6B		UNMAPPED
Fetal_intestinal_Mustata2013	SLC25A48	ENSG00000145832	OK
Fetal_intestinal_Mustata2013	PSRC1	ENSG00000134222	OK
Fetal_intestinal_Mustata2013	SLC44A2	ENSG00000129353	OK
Fetal_intestinal_Mustata2013	HSPA1B	ENSG00000204388;ENSG00000212866;ENSG00000224501;ENSG00000231555;ENSG00000232804	MULTI
Fetal_intestinal_Mustata2013	PPL	ENSG00000118898	OK
Fetal_intestinal_Mustata2013	MGMT	ENSG00000170430	OK
Fetal_intestinal_Mustata2013	CD68	ENSG00000129226	OK
Fetal_intestinal_Mustata2013	CXCL16	ENSG00000161921	OK
Fetal_intestinal_Mustata2013	P2RY6	ENSG00000171631	OK
Fetal_intestinal_Mustata2013	DDAH1	ENSG00000153904	OK
Fetal_intestinal_Mustata2013	PMEPA1	ENSG00000124225	OK
Fetal_intestinal_Mustata2013	GCNT1	ENSG00000187210	OK
Fetal_intestinal_Mustata2013	CGNL1	ENSG00000128849	OK
Fetal_intestinal_Mustata2013	EMP1	ENSG00000134531	OK
Fetal_intestinal_Mustata2013	PRL2C3		UNMAPPED
Fetal_intestinal_Mustata2013	BOK	ENSG00000176720	OK
Fetal_intestinal_Mustata2013	ILDR1	ENSG00000145103	OK
Fetal_intestinal_Mustata2013	PLF		UNMAPPED
Fetal_intestinal_Mustata2013	ARHGEF4	ENSG00000136002	OK
Fetal_intestinal_Mustata2013	ARHGEF3	ENSG00000163947	OK
Fetal_intestinal_Mustata2013	MSN	ENSG00000147065	OK
Fetal_intestinal_Mustata2013	DCXR	ENSG00000169738	OK
Fetal_intestinal_Mustata2013	SPATA6	ENSG00000132122	OK
Fetal_intestinal_Mustata2013	ARHGAP44	ENSG00000006740	OK
Fetal_intestinal_Mustata2013	RGS19	ENSG00000171700	OK
Fetal_intestinal_Mustata2013	NOXO1	ENSG00000196408;ENSG00000291939	MULTI
Fetal_intestinal_Mustata2013	VANGL1	ENSG00000173218	OK
Fetal_intestinal_Mustata2013	S100A4	ENSG00000196154	OK
Fetal_intestinal_Mustata2013	TSPAN4	ENSG00000214063	OK
Fetal_intestinal_Mustata2013	GPR137B	ENSG00000077585	OK
Fetal_intestinal_Mustata2013	CCND2	ENSG00000118971	OK
Fetal_intestinal_Mustata2013	TTC9	ENSG00000133985	OK
Fetal_intestinal_Mustata2013	PDRG1	ENSG00000088356	OK
Fetal_intestinal_Mustata2013	VAMP5	ENSG00000168899	OK
Fetal_intestinal_Mustata2013	FAR1	ENSG00000197601	OK
Fetal_intestinal_Mustata2013	SERPINB5	ENSG00000206075	OK
Fetal_intestinal_Mustata2013	CTSH	ENSG00000103811	OK
Fetal_intestinal_Mustata2013	FAM212B		UNMAPPED
Fetal_intestinal_Mustata2013	AKR1B10	ENSG00000198074	OK
Fetal_intestinal_Mustata2013	RAB15	ENSG00000139998	OK
Fetal_intestinal_Mustata2013	ZMAT3	ENSG00000172667	OK
Fetal_intestinal_Mustata2013	AHNAK	ENSG00000124942	OK
Fetal_intestinal_Mustata2013	KRT18	ENSG00000111057	OK
Fetal_intestinal_Mustata2013	DAPK1	ENSG00000196730	OK
Fetal_intestinal_Mustata2013	FLOT2	ENSG00000132589	OK
Fetal_intestinal_Mustata2013	AVPI1	ENSG00000119986	OK
Fetal_intestinal_Mustata2013	RAB11FIP5	ENSG00000135631	OK
Fetal_intestinal_Mustata2013	TUBA1		UNMAPPED
Fetal_intestinal_Mustata2013	FAM129B		UNMAPPED
Fetal_intestinal_Mustata2013	MFSD4		UNMAPPED
Fetal_intestinal_Mustata2013	PAQR8	ENSG00000170915	OK
Fetal_intestinal_Mustata2013	SERPINB11	ENSG00000206072	OK
Fetal_intestinal_Mustata2013	PRKAR1A	ENSG00000108946	OK
Fetal_intestinal_Mustata2013	LAMA3	ENSG00000053747	OK
Fetal_intestinal_Mustata2013	TINAGL1	ENSG00000142910	OK
Fetal_intestinal_Mustata2013	MCAM	ENSG00000076706	OK
Fetal_intestinal_Mustata2013	NFE2L3	ENSG00000050344	OK
