gene_set	gene_symbol	ensembl_gene_id	status
Revival_revSC_Ayyaz2019	LSM6	ENSG00000164167	OK
Revival_revSC_Ayyaz2019	PREP	ENSG00000085377	OK
Revival_revSC_Ayyaz2019	NUP133	ENSG00000069248	OK
Revival_revSC_Ayyaz2019	C1S1		UNMAPPED
Revival_revSC_Ayyaz2019	ZKSCAN6		UNMAPPED
Revival_revSC_Ayyaz2019	KIF20B	ENSG00000138182	OK
Revival_revSC_Ayyaz2019	KRT23	ENSG00000108244;ENSG00000263309	MULTI
Revival_revSC_Ayyaz2019	AIDA	ENSG00000186063	OK
Revival_revSC_Ayyaz2019	TOMM20	ENSG00000173726	OK
Revival_revSC_Ayyaz2019	KRT7	ENSG00000135480	OK
Revival_revSC_Ayyaz2019	ANO1	ENSG00000131620	OK
Revival_revSC_Ayyaz2019	DTNB	ENSG00000138101	OK
Revival_revSC_Ayyaz2019	CD9	ENSG00000010278	OK
Revival_revSC_Ayyaz2019	GNPAT	ENSG00000116906	OK
Revival_revSC_Ayyaz2019	LDHB	ENSG00000111716	OK
Revival_revSC_Ayyaz2019	DYNLL1	ENSG00000088986	OK
Revival_revSC_Ayyaz2019	PTMA	ENSG00000187514	OK
Revival_revSC_Ayyaz2019	RBM4	ENSG00000173933	OK
Revival_revSC_Ayyaz2019	PWWP2A	ENSG00000170234	OK
Revival_revSC_Ayyaz2019	PLEKHS1	ENSG00000148735	OK
Revival_revSC_Ayyaz2019	PLS3	ENSG00000102024	OK
Revival_revSC_Ayyaz2019	FXYD3	ENSG00000089356	OK
Revival_revSC_Ayyaz2019	CD24A		UNMAPPED
Revival_revSC_Ayyaz2019	DCP2	ENSG00000172795	OK
Revival_revSC_Ayyaz2019	KRT16	ENSG00000186832	OK
Revival_revSC_Ayyaz2019	DTX4	ENSG00000110042	OK
Revival_revSC_Ayyaz2019	MED14	ENSG00000180182	OK
Revival_revSC_Ayyaz2019	TMED9	ENSG00000184840	OK
Revival_revSC_Ayyaz2019	FNDC3B	ENSG00000075420	OK
Revival_revSC_Ayyaz2019	CLU	ENSG00000120885	OK
Revival_revSC_Ayyaz2019	AMOT	ENSG00000126016	OK
Revival_revSC_Ayyaz2019	PROM1	ENSG00000007062	OK
Revival_revSC_Ayyaz2019	KDM6A	ENSG00000147050	OK
Revival_revSC_Ayyaz2019	HMGB3	ENSG00000029993	OK
Revival_revSC_Ayyaz2019	IRGM1		UNMAPPED
Revival_revSC_Ayyaz2019	EDN1	ENSG00000078401	OK
Revival_revSC_Ayyaz2019	PARP8	ENSG00000151883	OK
Revival_revSC_Ayyaz2019	NIPAL2	ENSG00000104361	OK
Revival_revSC_Ayyaz2019	IBTK	ENSG00000005700;ENSG00000283068	MULTI
Revival_revSC_Ayyaz2019	EDEM3	ENSG00000116406	OK
Revival_revSC_Ayyaz2019	CUTC	ENSG00000119929	OK
Revival_revSC_Ayyaz2019	PNPT1	ENSG00000138035	OK
Revival_revSC_Ayyaz2019	CCDC58		UNMAPPED
Revival_revSC_Ayyaz2019	CCND2	ENSG00000118971	OK
Revival_revSC_Ayyaz2019	RALA	ENSG00000006451	OK
Revival_revSC_Ayyaz2019	AMER1	ENSG00000184675	OK
Revival_revSC_Ayyaz2019	STOX2	ENSG00000173320	OK
Revival_revSC_Ayyaz2019	TUG1	ENSG00000253352	OK
Revival_revSC_Ayyaz2019	SERPINB5	ENSG00000206075	OK
Revival_revSC_Ayyaz2019	EIF1AX	ENSG00000173674	OK
Revival_revSC_Ayyaz2019	PLAUR	ENSG00000011422	OK
Revival_revSC_Ayyaz2019	VRK1	ENSG00000100749	OK
Revival_revSC_Ayyaz2019	TEAD1	ENSG00000187079	OK
Revival_revSC_Ayyaz2019	PSMC4	ENSG00000013275;ENSG00000281221	MULTI
Revival_revSC_Ayyaz2019	DUSP1	ENSG00000120129	OK
Revival_revSC_Ayyaz2019	PSD	ENSG00000059915	OK
Revival_revSC_Ayyaz2019	DUSP10	ENSG00000143507	OK
Revival_revSC_Ayyaz2019	KLHDC2	ENSG00000165516	OK
Revival_revSC_Ayyaz2019	SOCS5	ENSG00000171150	OK
Revival_revSC_Ayyaz2019	LOR		UNMAPPED
Revival_revSC_Ayyaz2019	GMDS	ENSG00000112699	OK
Revival_revSC_Ayyaz2019	SLC12A2	ENSG00000064651	OK
Revival_revSC_Ayyaz2019	FBXO28	ENSG00000143756	OK
Revival_revSC_Ayyaz2019	RPS4X	ENSG00000198034	OK
Revival_revSC_Ayyaz2019	IIGP1		UNMAPPED
Revival_revSC_Ayyaz2019	NEK7	ENSG00000151414	OK
Revival_revSC_Ayyaz2019	FAM3A	ENSG00000071889	OK
Revival_revSC_Ayyaz2019	RBMX2	ENSG00000134597	OK
Revival_revSC_Ayyaz2019	CD44	ENSG00000026508	OK
Revival_revSC_Ayyaz2019	RBP1	ENSG00000114115	OK
Revival_revSC_Ayyaz2019	PLEKHG3	ENSG00000126822	OK
Revival_revSC_Ayyaz2019	CDC42BPG	ENSG00000171219	OK
Revival_revSC_Ayyaz2019	TMED5	ENSG00000117500	OK
Revival_revSC_Ayyaz2019	KRT18	ENSG00000111057	OK
Revival_revSC_Ayyaz2019	EEF1G	ENSG00000254772	OK
Revival_revSC_Ayyaz2019	MRS2	ENSG00000124532	OK
Revival_revSC_Ayyaz2019	RPS21	ENSG00000171858	OK
Revival_revSC_Ayyaz2019	PPIA	ENSG00000196262	OK
Revival_revSC_Ayyaz2019	PUM2	ENSG00000055917	OK
Revival_revSC_Ayyaz2019	VANGL1	ENSG00000173218	OK
Revival_revSC_Ayyaz2019	TEX30	ENSG00000151287	OK
Revival_revSC_Ayyaz2019	FAF2	ENSG00000113194	OK
Revival_revSC_Ayyaz2019	UBE2C	ENSG00000175063	OK
Revival_revSC_Ayyaz2019	HK2	ENSG00000159399	OK
Revival_revSC_Ayyaz2019	SDC1	ENSG00000115884	OK
Revival_revSC_Ayyaz2019	CALM2	ENSG00000143933	OK
Revival_revSC_Ayyaz2019	SMIM15	ENSG00000188725	OK
Revival_revSC_Ayyaz2019	CARMIL1	ENSG00000079691	OK
Revival_revSC_Ayyaz2019	BAIAP2	ENSG00000175866	OK
Revival_revSC_Ayyaz2019	RTN4	ENSG00000115310	OK
Revival_revSC_Ayyaz2019	PSCA	ENSG00000167653	OK
Revival_revSC_Ayyaz2019	CLDN4	ENSG00000189143	OK
Revival_revSC_Ayyaz2019	DNAJC15	ENSG00000120675	OK
Revival_revSC_Ayyaz2019	SETD6	ENSG00000103037	OK
Revival_revSC_Ayyaz2019	TAOK1	ENSG00000160551	OK
Revival_revSC_Ayyaz2019	IL1RN	ENSG00000136689	OK
Revival_revSC_Ayyaz2019	TPM4	ENSG00000167460	OK
Revival_revSC_Ayyaz2019	PRC1	ENSG00000198901	OK
Revival_revSC_Ayyaz2019	TUBA1A	ENSG00000167552	OK
Revival_revSC_Ayyaz2019	CACYBP	ENSG00000116161	OK
Revival_revSC_Ayyaz2019	LAGE3	ENSG00000196976	OK
Revival_revSC_Ayyaz2019	RHAG	ENSG00000112077	OK
Revival_revSC_Ayyaz2019	BRCC3	ENSG00000185515	OK
Revival_revSC_Ayyaz2019	CTSH	ENSG00000103811	OK
Revival_revSC_Ayyaz2019	SAT1	ENSG00000130066	OK
Revival_revSC_Ayyaz2019	TMSB4X	ENSG00000205542	OK
Revival_revSC_Ayyaz2019	LSS	ENSG00000160285;ENSG00000281289	MULTI
Revival_revSC_Ayyaz2019	PERP	ENSG00000112378	OK
Revival_revSC_Ayyaz2019	CFAP20	ENSG00000070761	OK
Revival_revSC_Ayyaz2019	SRP19	ENSG00000153037	OK
Revival_revSC_Ayyaz2019	TMEM63B	ENSG00000137216	OK
Revival_revSC_Ayyaz2019	TNIP3	ENSG00000050730	OK
Revival_revSC_Ayyaz2019	NOP58	ENSG00000055044	OK
Revival_revSC_Ayyaz2019	PSRC1	ENSG00000134222	OK
Revival_revSC_Ayyaz2019	RPL12	ENSG00000197958	OK
Revival_revSC_Ayyaz2019	GNL3	ENSG00000163938	OK
Revival_revSC_Ayyaz2019	ABCC3	ENSG00000108846	OK
Revival_revSC_Ayyaz2019	GPSM2	ENSG00000121957	OK
Revival_revSC_Ayyaz2019	CNOT4	ENSG00000080802	OK
Revival_revSC_Ayyaz2019	CDC25A	ENSG00000164045	OK
Revival_revSC_Ayyaz2019	ANXA1	ENSG00000135046	OK
Revival_revSC_Ayyaz2019	PBDC1	ENSG00000102390	OK
Revival_revSC_Ayyaz2019	SENP2	ENSG00000163904	OK
Revival_revSC_Ayyaz2019	RPS29	ENSG00000213741	OK
Revival_revSC_Ayyaz2019	MDM2	ENSG00000135679	OK
Revival_revSC_Ayyaz2019	MATR3	ENSG00000015479	OK
Revival_revSC_Ayyaz2019	PJA2	ENSG00000198961	OK
Revival_revSC_Ayyaz2019	LEPROTL1	ENSG00000104660	OK
Revival_revSC_Ayyaz2019	PFDN2	ENSG00000143256	OK
Revival_revSC_Ayyaz2019	PRKAA1	ENSG00000132356	OK
Revival_revSC_Ayyaz2019	VWA5A	ENSG00000110002	OK
Revival_revSC_Ayyaz2019	SSR3	ENSG00000114850	OK
Revival_revSC_Ayyaz2019	HES1	ENSG00000114315	OK
Revival_revSC_Ayyaz2019	CCT3	ENSG00000163468	OK
Revival_revSC_Ayyaz2019	RPL18A	ENSG00000105640	OK
Revival_revSC_Ayyaz2019	NSMCE2	ENSG00000156831	OK
Revival_revSC_Ayyaz2019	RPS27L	ENSG00000185088	OK
Revival_revSC_Ayyaz2019	EEF1B2	ENSG00000114942;ENSG00000283391	MULTI
Revival_revSC_Ayyaz2019	UBE2A	ENSG00000077721	OK
Revival_revSC_Ayyaz2019	FLRT3	ENSG00000125848	OK
Revival_revSC_Ayyaz2019	BASP1	ENSG00000176788	OK
Revival_revSC_Ayyaz2019	RACK1	ENSG00000204628	OK
Revival_revSC_Ayyaz2019	TOMM7	ENSG00000196683	OK
Revival_revSC_Ayyaz2019	HSP90AB1	ENSG00000096384	OK
Revival_revSC_Ayyaz2019	COPS5	ENSG00000121022	OK
Revival_revSC_Ayyaz2019	GBP8		UNMAPPED
Revival_revSC_Ayyaz2019	MRPL9	ENSG00000143436	OK
Revival_revSC_Ayyaz2019	NME1	ENSG00000239672	OK
Revival_revSC_Ayyaz2019	ARPC4	ENSG00000241553	OK
Revival_revSC_Ayyaz2019	RFC3	ENSG00000133119	OK
Revival_revSC_Ayyaz2019	PPEF1	ENSG00000086717	OK
Revival_revSC_Ayyaz2019	JUP	ENSG00000173801	OK
Revival_revSC_Ayyaz2019	ARID4A	ENSG00000032219	OK
Revival_revSC_Ayyaz2019	NAXE	ENSG00000163382	OK
Revival_revSC_Ayyaz2019	TPP2	ENSG00000134900	OK
Revival_revSC_Ayyaz2019	GAS5	ENSG00000234741	OK
Revival_revSC_Ayyaz2019	AP1G1	ENSG00000166747	OK
Revival_revSC_Ayyaz2019	ATF2	ENSG00000115966	OK
Revival_revSC_Ayyaz2019	HMGCS1	ENSG00000112972	OK
Revival_revSC_Ayyaz2019	RPL36A	ENSG00000241343	OK
Revival_revSC_Ayyaz2019	TMPO	ENSG00000120802	OK
Revival_revSC_Ayyaz2019	RPS26	ENSG00000197728	OK
Revival_revSC_Ayyaz2019	S100A11	ENSG00000163191	OK
Revival_revSC_Ayyaz2019	FOXP1	ENSG00000114861	OK
Revival_revSC_Ayyaz2019	RPL23	ENSG00000125691	OK
Revival_revSC_Ayyaz2019	RPS28	ENSG00000233927	OK
Revival_revSC_Ayyaz2019	RIPK4	ENSG00000183421	OK
Revival_revSC_Ayyaz2019	CAPZA2	ENSG00000198898	OK
Revival_revSC_Ayyaz2019	IRF6	ENSG00000117595	OK
Revival_revSC_Ayyaz2019	ARPC3	ENSG00000111229	OK
Revival_revSC_Ayyaz2019	DDHD1	ENSG00000100523	OK
Revival_revSC_Ayyaz2019	RMI1	ENSG00000178966	OK
Revival_revSC_Ayyaz2019	S100A6	ENSG00000197956	OK
Revival_revSC_Ayyaz2019	RBBP7	ENSG00000102054	OK
Revival_revSC_Ayyaz2019	DLG1	ENSG00000075711	OK
Revival_revSC_Ayyaz2019	RPS24	ENSG00000138326	OK
Revival_revSC_Ayyaz2019	CXCL10	ENSG00000169245	OK
Revival_revSC_Ayyaz2019	PARP11	ENSG00000111224	OK
Revival_revSC_Ayyaz2019	NAPG	ENSG00000134265	OK
Revival_revSC_Ayyaz2019	RPS15	ENSG00000115268	OK
Revival_revSC_Ayyaz2019	WSB1	ENSG00000109046	OK
Revival_revSC_Ayyaz2019	FERMT1	ENSG00000101311	OK
Revival_revSC_Ayyaz2019	RPS17	ENSG00000182774;ENSG00000278229	MULTI
Revival_revSC_Ayyaz2019	WDR26	ENSG00000162923	OK
Revival_revSC_Ayyaz2019	SOX4	ENSG00000124766	OK
Revival_revSC_Ayyaz2019	DEGS1	ENSG00000143753	OK
Revival_revSC_Ayyaz2019	RPS11	ENSG00000142534	OK
Revival_revSC_Ayyaz2019	SLBP	ENSG00000163950	OK
Revival_revSC_Ayyaz2019	DCTN6	ENSG00000104671	OK
Revival_revSC_Ayyaz2019	TRIM7	ENSG00000146054	OK
Revival_revSC_Ayyaz2019	PURB	ENSG00000146676	OK
Revival_revSC_Ayyaz2019	APLP2	ENSG00000084234	OK
Revival_revSC_Ayyaz2019	PLEKHH1	ENSG00000054690	OK
Revival_revSC_Ayyaz2019	FAM98A	ENSG00000119812	OK
Revival_revSC_Ayyaz2019	BNIP3L	ENSG00000104765	OK
Revival_revSC_Ayyaz2019	RPS19	ENSG00000105372	OK
Revival_revSC_Ayyaz2019	RANBP1	ENSG00000099901	OK
Revival_revSC_Ayyaz2019	BIRC3	ENSG00000023445	OK
Revival_revSC_Ayyaz2019	CHRNB1	ENSG00000170175;ENSG00000283946	MULTI
Revival_revSC_Ayyaz2019	RPS23	ENSG00000186468	OK
Revival_revSC_Ayyaz2019	ATP6V1B2	ENSG00000147416	OK
Revival_revSC_Ayyaz2019	ZFP706		UNMAPPED
Revival_revSC_Ayyaz2019	CSDE1	ENSG00000009307	OK
Revival_revSC_Ayyaz2019	BC064078		UNMAPPED
Revival_revSC_Ayyaz2019	ARFGEF2	ENSG00000124198	OK
Revival_revSC_Ayyaz2019	MKRN2OS	ENSG00000225526	OK
Revival_revSC_Ayyaz2019	PRELID3B	ENSG00000101166	OK
Revival_revSC_Ayyaz2019	PRPS2	ENSG00000101911	OK
Revival_revSC_Ayyaz2019	ITGA6	ENSG00000091409	OK
Revival_revSC_Ayyaz2019	NOP2	ENSG00000111641	OK
Revival_revSC_Ayyaz2019	XPO5	ENSG00000124571	OK
Revival_revSC_Ayyaz2019	CYP51		UNMAPPED
Revival_revSC_Ayyaz2019	RPS25	ENSG00000118181;ENSG00000280831	MULTI
Revival_revSC_Ayyaz2019	DDX18	ENSG00000088205	OK
Revival_revSC_Ayyaz2019	LSM11	ENSG00000155858	OK
Revival_revSC_Ayyaz2019	JADE1	ENSG00000077684	OK
Revival_revSC_Ayyaz2019	HSP90AA1	ENSG00000080824	OK
Revival_revSC_Ayyaz2019	BRIX1	ENSG00000113460	OK
Revival_revSC_Ayyaz2019	SPTBN1	ENSG00000115306	OK
Revival_revSC_Ayyaz2019	OLFR1318		UNMAPPED
Revival_revSC_Ayyaz2019	CTSD	ENSG00000117984	OK
Revival_revSC_Ayyaz2019	SIVA1	ENSG00000184990	OK
Revival_revSC_Ayyaz2019	CYLD	ENSG00000083799	OK
Revival_revSC_Ayyaz2019	RPS3A3		UNMAPPED
Revival_revSC_Ayyaz2019	MARVELD3	ENSG00000140832	OK
Revival_revSC_Ayyaz2019	RWDD1	ENSG00000111832	OK
Revival_revSC_Ayyaz2019	SOWAHB	ENSG00000186212	OK
Revival_revSC_Ayyaz2019	SOX9	ENSG00000125398	OK
Revival_revSC_Ayyaz2019	KRT19	ENSG00000171345	OK
Revival_revSC_Ayyaz2019	ABRACL	ENSG00000146386	OK
Revival_revSC_Ayyaz2019	TMEM43	ENSG00000170876	OK
Revival_revSC_Ayyaz2019	MVP	ENSG00000013364	OK
Revival_revSC_Ayyaz2019	RTF2	ENSG00000022277	OK
Revival_revSC_Ayyaz2019	SELENOI	ENSG00000138018	OK
Revival_revSC_Ayyaz2019	SH3GLB1	ENSG00000097033	OK
Revival_revSC_Ayyaz2019	CD2AP	ENSG00000198087	OK
Revival_revSC_Ayyaz2019	FOS	ENSG00000170345	OK
Revival_revSC_Ayyaz2019	ZFP36L1	ENSG00000185650	OK
Revival_revSC_Ayyaz2019	TRIM41	ENSG00000146063	OK
Revival_revSC_Ayyaz2019	ATRX	ENSG00000085224	OK
Revival_revSC_Ayyaz2019	TJP2	ENSG00000119139	OK
Revival_revSC_Ayyaz2019	TM4SF4	ENSG00000169903	OK
Revival_revSC_Ayyaz2019	PCGF6	ENSG00000156374	OK
Revival_revSC_Ayyaz2019	PABPN1	ENSG00000100836	OK
Revival_revSC_Ayyaz2019	ARCN1	ENSG00000095139	OK
Revival_revSC_Ayyaz2019	HNRNPK	ENSG00000165119	OK
Revival_revSC_Ayyaz2019	R3HDM4	ENSG00000198858	OK
Revival_revSC_Ayyaz2019	IGBP1	ENSG00000089289	OK
Revival_revSC_Ayyaz2019	MSL3	ENSG00000005302	OK
Revival_revSC_Ayyaz2019	TSN	ENSG00000211460	OK
Revival_revSC_Ayyaz2019	STXBP3	ENSG00000116266	OK
Revival_revSC_Ayyaz2019	MBOAT1	ENSG00000172197	OK
Revival_revSC_Ayyaz2019	CASP1	ENSG00000137752	OK
Revival_revSC_Ayyaz2019	FAM135A	ENSG00000082269	OK
Revival_revSC_Ayyaz2019	LRP12	ENSG00000147650	OK
Revival_revSC_Ayyaz2019	USP22	ENSG00000124422	OK
Revival_revSC_Ayyaz2019	CXCL16	ENSG00000161921	OK
Revival_revSC_Ayyaz2019	MRPL43	ENSG00000055950	OK
Revival_revSC_Ayyaz2019	ONECUT2	ENSG00000119547	OK
Revival_revSC_Ayyaz2019	LAMC2	ENSG00000058085	OK
Revival_revSC_Ayyaz2019	ABI1	ENSG00000136754	OK
Revival_revSC_Ayyaz2019	AHNAK	ENSG00000124942	OK
Revival_revSC_Ayyaz2019	MOB1A	ENSG00000114978	OK
Revival_revSC_Ayyaz2019	CNBP	ENSG00000169714	OK
Revival_revSC_Ayyaz2019	MRPL17	ENSG00000158042	OK
Revival_revSC_Ayyaz2019	ADAM10	ENSG00000137845	OK
Revival_revSC_Ayyaz2019	PPP1R7	ENSG00000115685	OK
Revival_revSC_Ayyaz2019	CHRAC1	ENSG00000104472	OK
Revival_revSC_Ayyaz2019	GT(ROSA)26SOR		UNMAPPED
Revival_revSC_Ayyaz2019	SMARCC1	ENSG00000173473	OK
Revival_revSC_Ayyaz2019	EIF1	ENSG00000173812	OK
Revival_revSC_Ayyaz2019	CREB1	ENSG00000118260	OK
Revival_revSC_Ayyaz2019	MRPL18	ENSG00000112110	OK
Revival_revSC_Ayyaz2019	HNRNPDL	ENSG00000152795	OK
Revival_revSC_Ayyaz2019	TAB3	ENSG00000157625	OK
Revival_revSC_Ayyaz2019	FSD1	ENSG00000105255	OK
Revival_revSC_Ayyaz2019	EIF3A	ENSG00000107581	OK
Revival_revSC_Ayyaz2019	CCDC71L	ENSG00000253276	OK
Revival_revSC_Ayyaz2019	KDM5A	ENSG00000073614	OK
Revival_revSC_Ayyaz2019	DDX5	ENSG00000108654	OK
Revival_revSC_Ayyaz2019	STX7	ENSG00000079950	OK
Revival_revSC_Ayyaz2019	RIC1	ENSG00000107036	OK
Revival_revSC_Ayyaz2019	TUT7	ENSG00000083223	OK
Revival_revSC_Ayyaz2019	UBQLN1	ENSG00000135018	OK
Revival_revSC_Ayyaz2019	YTHDF3	ENSG00000185728	OK
Revival_revSC_Ayyaz2019	ZFP326		UNMAPPED
Revival_revSC_Ayyaz2019	EXOC1	ENSG00000090989	OK
Revival_revSC_Ayyaz2019	SREK1IP1	ENSG00000153006	OK
Revival_revSC_Ayyaz2019	RPL32	ENSG00000144713	OK
Revival_revSC_Ayyaz2019	MYOF	ENSG00000138119	OK
Revival_revSC_Ayyaz2019	RPL31	ENSG00000071082	OK
Revival_revSC_Ayyaz2019	ITGAV	ENSG00000138448	OK
Revival_revSC_Ayyaz2019	ATP5G1		UNMAPPED
Revival_revSC_Ayyaz2019	SNX3	ENSG00000112335	OK
Revival_revSC_Ayyaz2019	NCKAP1	ENSG00000061676	OK
Revival_revSC_Ayyaz2019	VPS41	ENSG00000006715	OK
Revival_revSC_Ayyaz2019	DCTN2	ENSG00000175203	OK
Revival_revSC_Ayyaz2019	BCAP31	ENSG00000185825	OK
Revival_revSC_Ayyaz2019	PABPC1	ENSG00000070756	OK
Revival_revSC_Ayyaz2019	RBPJ	ENSG00000168214	OK
Revival_revSC_Ayyaz2019	SLC35G1	ENSG00000176273	OK
Revival_revSC_Ayyaz2019	DDX17	ENSG00000100201	OK
Revival_revSC_Ayyaz2019	MAPRE1	ENSG00000101367	OK
Revival_revSC_Ayyaz2019	DIP2C	ENSG00000151240	OK
Revival_revSC_Ayyaz2019	CELF1	ENSG00000149187	OK
Revival_revSC_Ayyaz2019	PPIC	ENSG00000168938	OK
Revival_revSC_Ayyaz2019	NUCKS1	ENSG00000069275	OK
Revival_revSC_Ayyaz2019	FNBP1L	ENSG00000137942	OK
Revival_revSC_Ayyaz2019	TSPO	ENSG00000100300	OK
Revival_revSC_Ayyaz2019	MAP3K13	ENSG00000073803	OK
Revival_revSC_Ayyaz2019	ATP1A1	ENSG00000163399	OK
Revival_revSC_Ayyaz2019	FMNL2	ENSG00000157827	OK
Revival_revSC_Ayyaz2019	MITD1	ENSG00000158411	OK
Revival_revSC_Ayyaz2019	NONO	ENSG00000147140	OK
Revival_revSC_Ayyaz2019	SMOX	ENSG00000088826	OK
Revival_revSC_Ayyaz2019	CALCB	ENSG00000175868	OK
Revival_revSC_Ayyaz2019	RPL14	ENSG00000188846	OK
Revival_revSC_Ayyaz2019	TMA7	ENSG00000232112	OK
Revival_revSC_Ayyaz2019	UGDH	ENSG00000109814	OK
Revival_revSC_Ayyaz2019	SPTSSA	ENSG00000165389	OK
Revival_revSC_Ayyaz2019	VMP1	ENSG00000062716;ENSG00000267637	MULTI
Revival_revSC_Ayyaz2019	F11R	ENSG00000158769	OK
Revival_revSC_Ayyaz2019	DPYSL3	ENSG00000113657	OK
Revival_revSC_Ayyaz2019	CCDC82	ENSG00000149231	OK
Revival_revSC_Ayyaz2019	SLC4A4	ENSG00000080493	OK
Revival_revSC_Ayyaz2019	CAPNS1	ENSG00000126247	OK
Revival_revSC_Ayyaz2019	YWHAB	ENSG00000166913	OK
Revival_revSC_Ayyaz2019	PRPSAP1	ENSG00000161542	OK
Revival_revSC_Ayyaz2019	GLT8D1	ENSG00000016864	OK
Revival_revSC_Ayyaz2019	MBNL1	ENSG00000152601	OK
Revival_revSC_Ayyaz2019	ALDH6A1	ENSG00000119711	OK
Revival_revSC_Ayyaz2019	TWF1	ENSG00000151239	OK
Revival_revSC_Ayyaz2019	RBM25	ENSG00000119707	OK
Revival_revSC_Ayyaz2019	ATP11B	ENSG00000058063	OK
Revival_revSC_Ayyaz2019	S100A16	ENSG00000188643	OK
Revival_revSC_Ayyaz2019	ARHGEF28	ENSG00000214944	OK
Revival_revSC_Ayyaz2019	HMGCR	ENSG00000113161	OK
Revival_revSC_Ayyaz2019	KTN1	ENSG00000126777	OK
Revival_revSC_Ayyaz2019	SENP6	ENSG00000112701	OK
Revival_revSC_Ayyaz2019	DDX3X	ENSG00000215301	OK
Revival_revSC_Ayyaz2019	ZFHX3	ENSG00000140836	OK
Revival_revSC_Ayyaz2019	HDAC2	ENSG00000196591	OK
Revival_revSC_Ayyaz2019	H2-AB1		UNMAPPED
Revival_revSC_Ayyaz2019	TNFAIP1	ENSG00000109079	OK
Revival_revSC_Ayyaz2019	NAT2	ENSG00000156006	OK
Revival_revSC_Ayyaz2019	PSMA3	ENSG00000100567	OK
Revival_revSC_Ayyaz2019	ARF1	ENSG00000143761	OK
Revival_revSC_Ayyaz2019	DSG2	ENSG00000046604	OK
Revival_revSC_Ayyaz2019	ARHGAP12	ENSG00000165322	OK
Revival_revSC_Ayyaz2019	TANC1	ENSG00000115183	OK
Revival_revSC_Ayyaz2019	GSR	ENSG00000104687	OK
Revival_revSC_Ayyaz2019	GIGYF2	ENSG00000204120	OK
Revival_revSC_Ayyaz2019	AREG	ENSG00000109321	OK
Revival_revSC_Ayyaz2019	H13		UNMAPPED
Revival_revSC_Ayyaz2019	KMT5B	ENSG00000110066	OK
Revival_revSC_Ayyaz2019	SERINC1	ENSG00000111897	OK
Revival_revSC_Ayyaz2019	MBNL2	ENSG00000139793	OK
Revival_revSC_Ayyaz2019	LUC7L3	ENSG00000108848	OK
Revival_revSC_Ayyaz2019	SWT1	ENSG00000116668	OK
Revival_revSC_Ayyaz2019	EPHA4	ENSG00000116106	OK
Revival_revSC_Ayyaz2019	PPFIBP2	ENSG00000166387	OK
Revival_revSC_Ayyaz2019	EDF1	ENSG00000107223	OK
Revival_revSC_Ayyaz2019	CLCA4B		UNMAPPED
Revival_revSC_Ayyaz2019	USP7	ENSG00000187555	OK
Revival_revSC_Ayyaz2019	TPMT	ENSG00000137364	OK
Revival_revSC_Ayyaz2019	MORF4L1	ENSG00000185787	OK
Revival_revSC_Ayyaz2019	ANP32E	ENSG00000143401	OK
Revival_revSC_Ayyaz2019	TIMM17A	ENSG00000134375	OK
Revival_revSC_Ayyaz2019	EIF5	ENSG00000100664	OK
Revival_revSC_Ayyaz2019	EIF2S2	ENSG00000125977	OK
Revival_revSC_Ayyaz2019	CYB561	ENSG00000008283	OK
Revival_revSC_Ayyaz2019	QRICH1	ENSG00000198218	OK
Revival_revSC_Ayyaz2019	BUD23	ENSG00000071462	OK
Revival_revSC_Ayyaz2019	PEX19	ENSG00000162735	OK
Revival_revSC_Ayyaz2019	LXN	ENSG00000079257	OK
Revival_revSC_Ayyaz2019	TPM3	ENSG00000143549	OK
Revival_revSC_Ayyaz2019	ACTG1	ENSG00000184009;ENSG00000291420	MULTI
Revival_revSC_Ayyaz2019	SELENOP	ENSG00000250722	OK
CBC_crypt_base_columnar	LGR5	ENSG00000139292	OK
CBC_crypt_base_columnar	OLFM4	ENSG00000102837	OK
CBC_crypt_base_columnar	ASCL2	ENSG00000183734	OK
CBC_crypt_base_columnar	SMOC2	ENSG00000112562	OK
CBC_crypt_base_columnar	RNF43	ENSG00000108375	OK
CBC_crypt_base_columnar	AXIN2	ENSG00000168646	OK
CBC_crypt_base_columnar	EPHB2	ENSG00000133216	OK
CBC_crypt_base_columnar	TNFRSF19	ENSG00000127863	OK
CBC_crypt_base_columnar	SLC12A2	ENSG00000064651	OK
