"ID","NES_unadjusted","FDR_unadjusted","NES_adjusted","FDR_adjusted","dNES","Sig_unadjusted","Sig_adjusted"
"MYC",2.54917322667528,8.04424433653394e-19,3.59859610530546,4.11985225642614e-47,1.04942287863018,TRUE,TRUE
"revSC",0.963767122246018,0.589341692789969,1.90569492234951,8.20047710991399e-09,0.941927800103491,FALSE,TRUE
"Down",1.3898991038085,0.033239398852983,1.63545016991901,1.67783726305459e-05,0.245551066110504,TRUE,TRUE
"RSC",1.20375497533038,0.182518518518519,1.39334821620043,0.00870968894618128,0.18959324087005,FALSE,TRUE
"Fetal",-1.07575595254134,0.296788482834994,1.28208489140111,0.0510607674555193,2.35784084394246,FALSE,FALSE
"Up",-0.95689273047821,0.589341692789969,1.08284160453597,0.302449414270501,2.03973433501418,FALSE,FALSE
"IBD",-1.42291723241693,0.0415461460568734,0.990021457928367,0.536645962732919,2.41293869034529,TRUE,FALSE
"CSC",1.30290919631211,0.0415461460568734,-0.93540918340979,0.663513513513514,-2.2383183797219,TRUE,FALSE
